sq_meters;functionality;year_build;concrete_base;single_wall_length;brick_wall_total;glass_windows_lengh;glass_window_area;steel;copper;glass;polystyrene;timber
124;3;1991;37.2;11.13552873;12.47179217;4;3;54.44;17.1032;32.7;46.42;15.8
10286;3;1978;3085.8;101.4199191;113.5903094;34;3;3704.26;999.6848;2062.9;3398.58;1029.1
275;2;1985;82.5;16.58312395;18.57309883;16;2;108.7;32.52;60.1;91.65;29
6592;1;1956;1977.6;81.19113252;90.93406842;68;8;2384.92;641.8056;1320.7;2180.06;660.8
9527;2;1976;2858.1;97.60635225;109.3191145;4;2;3438.82;927.0136;1910.8;3148.51;955.4
7937;1;2014;2381.1;89.08984229;99.78062337;71;3;2863.02;768.4016;1601.7;2621.51;794
8858;1;1947;2657.4;94.11694853;105.4109824;81;4;3198.28;863.2544;1781.7;2927.04;887.4
4094;1;1965;1228.2;63.98437309;71.66249786;5;8;1479.24;405.6992;828.6;1356.12;412.3
9422;2;1966;2826.6;97.06698718;108.7150256;64;2;3404.72;915.9496;1896.7;3110.06;944.9
7209;1;1962;2162.7;84.90583019;95.09452981;41;2;2604.14;702.3312;1452.3;2379.77;724.7
10426;1;2017;3127.8;102.1077862;114.3607205;72;4;3757.36;1012.4368;2085.7;3442.28;1044.7
1743;3;1993;522.9;41.74925149;46.75916167;23;1;630.78;173.1224;357.5;579.79;175.9
6344;3;1959;1903.2;79.64923101;89.20713873;40;3;2298.14;620.6992;1283.4;2098.42;637.2
2596;2;1942;778.8;50.95095681;57.06507163;2;6;938.66;257.0928;534;859.38;260.2
2879;2;1984;863.7;53.6563137;60.09507135;33;3;1040.54;285.8872;588.3;954.57;291.6
5580;2;1999;1674;74.69939759;83.6633253;31;4;2014;540.544;1116.1;1842.9;558.1
3906;3;1967;1171.8;62.49799997;69.99775996;33;8;1415.76;382.9008;795.7;1290.48;393.3
4428;3;1973;1328.4;66.54321904;74.52840532;18;1;1597.18;434.8304;893.1;1464.74;442.8
6264;2;2019;1879.2;79.14543575;88.64288804;18;4;2267.54;606.4552;1255.7;2071.72;630.2
9011;1;1989;2703.3;94.92628719;106.3174417;90;1;3258.66;875.6648;1813.9;2973.73;904.8
2810;1;1953;843;53.00943312;59.3705651;29;6;1018.1;273.908;571.1;932.2;284.5
10767;1;1986;3230.1;103.7641557;116.2158543;34;4;3886.82;1048.1456;2166.5;3558.71;1080.3
6626;3;1994;1987.8;81.4002457;91.16827518;59;6;2391.86;647.5968;1334.5;2188.18;663.4
8349;3;1947;2504.7;91.37286249;102.337606;2;2;3007.04;818.0832;1672.6;2756.67;836.6
4969;2;1999;1490.7;70.49113419;78.9500703;45;6;1800.44;486.5992;1005.4;1644.17;498.4
7806;2;1962;2341.8;88.35157044;98.9537589;37;4;2811.56;763.0208;1567.4;2578.18;782
6975;2;1959;2092.5;83.51646544;93.5384413;55;4;2521.6;681.48;1404;2304.95;700.8
8010;3;1991;2403;89.49860334;100.2384357;30;3;2884.3;779.368;1615.5;2648.3;801.5
9166;3;1955;2749.8;95.73922916;107.2279367;93;1;3302.06;890.2688;1844.2;3024.98;920.3
10236;2;1999;3070.8;101.173119;113.3138932;49;6;3689.96;995.0448;2048.1;3380.78;1027
1912;3;1946;573.6;43.72642222;48.97359288;40;4;689.82;190.1816;393.3;636.26;194.6
6278;3;1970;1883.4;79.23383116;88.7418909;6;2;2269.68;610.5104;1270.5;2075.34;629
6128;2;1988;1838.4;78.28154316;87.67532834;9;2;2209.18;596.3904;1230.3;2027.14;616.4
756;1;2018;226.8;27.49545417;30.79490867;1;4;273.56;82.9808;161.1;250.48;78.7
8259;3;1977;2477.7;90.87904049;101.7845253;48;2;2985.84;806.1712;1655.4;2731.17;829.1
4444;3;1989;1333.2;66.66333325;74.66293324;48;2;1612.44;433.9792;897.8;1469.82;447.7
9605;3;1998;2881.5;98.00510191;109.7657141;17;6;3460.1;935.364;1924.5;3171.45;963.3
8965;1;1946;2689.5;94.68368392;106.045726;28;2;3239.7;869.312;1798.9;2959.95;900.2
5309;1;2014;1592.7;72.86288493;81.60643112;26;2;1918.94;523.1112;1064.4;1754.57;532.5
7635;1;1976;2290.5;87.37848705;97.8639055;23;4;2751.3;739.768;1530.4;2523.35;766.3
4254;3;1993;1276.2;65.22269544;73.04941889;15;4;1545.24;421.7872;854.8;1406.92;427.3
8664;3;1991;2599.2;93.08061023;104.2502835;82;3;3124.64;839.9752;1747.2;2861.22;868
4388;3;1961;1316.4;66.24198065;74.19101832;56;3;1582.78;430.2584;891.7;1449.84;441.3
4496;2;1947;1348.8;67.05221846;75.09848467;24;2;1627.26;441.9128;901;1486.88;452.2
7114;1;1991;2134.2;84.34453154;94.46587532;6;2;2562.34;691.6352;1426.3;2352.52;713.4
7888;2;1941;2366.4;88.81441324;99.47214283;53;6;2840.48;772.9584;1592.3;2605.34;790.2
1843;3;2010;552.9;42.93017587;48.08179697;35;2;671.98;187.5024;378.5;613.89;184.4
10712;2;1951;3213.6;103.4987923;115.9186473;19;6;3869.92;1045.1216;2153.7;3540.96;1074.3
2235;3;2007;670.5;47.27578661;52.94888101;23;2;805.4;224.548;447.9;743.05;224.1
1648;2;2019;494.4;40.59556626;45.46703421;39;2;601.38;169.4264;339;545.64;167.1
3810;3;1981;1143;61.72519745;69.13222114;2;2;1382.2;372.108;766;1258.4;382.4
6648;3;1948;1994.4;81.53526844;91.31950066;38;4;2394.28;652.1264;1332.9;2194.34;666
8578;1;2004;2573.4;92.61749295;103.7315921;74;4;3090.48;833.6504;1720;2832.74;860.9
4471;2;1952;1341.3;66.86553671;74.88940112;51;6;1622.66;440.5928;902.3;1479.43;447.5
2413;1;1959;723.9;49.12229636;55.01697193;20;1;873.58;239.9784;488.7;801.49;244.7
10512;1;1955;3153.6;102.5280449;114.8314103;41;1;3798.82;1025.2616;2109.2;3474.16;1053.2
10621;2;1967;3186.3;103.058236;115.4252243;10;2;3823.86;1028.7128;2135;3507.33;1062.4
1263;1;1954;378.9;35.53871129;39.80335664;30;2;460.38;132.2584;264.9;418.39;127.8
595;2;1956;178.5;24.39262184;27.31973646;1;1;219.4;64.696;125.4;200.05;60.5
9150;2;1951;2745;95.65563235;107.1343082;77;1;3299.8;889.02;1841.9;3021.1;916.1
2909;2;2003;872.7;53.93514624;60.40736379;39;3;1054.94;285.5912;591;960.57;292.9
7942;3;1997;2382.6;89.11789944;99.81204737;29;2;2859.82;778.1856;1602.4;2622.26;794.8
9280;1;2017;2784;96.33275663;107.8926874;23;4;3351.3;903.504;1862.3;3063.3;931.4
4440;3;1990;1332;66.633325;74.629324;32;3;1606.8;431.092;892.7;1469.2;446.2
8894;2;1996;2668.2;94.30800602;105.6249667;69;4;3206.74;869.4392;1787;2936.02;891.4
8711;1;1984;2613.3;93.33273809;104.5326667;26;3;3150.66;845.7248;1753.7;2875.43;872.6
9540;2;1994;2862;97.67292358;109.3936744;73;2;3444.6;933.372;1915.9;3153.1;956.3
9251;2;2014;2775.3;96.18211892;107.7239732;29;1;3339.46;899.8968;1856;3056.93;927.7
9820;3;1954;2946;99.09591313;110.9874227;14;2;3538.1;956.276;1978.6;3245;982.1
6702;3;1994;2010.6;81.86574375;91.689633;34;4;2416.52;657.8536;1349;2216.26;670.3
1674;2;2014;502.2;40.91454509;45.8242905;14;3;611.64;171.0432;346.7;556.32;169.9
7563;2;1988;2268.9;86.9655104;97.40137165;44;4;2725.88;741.5984;1521.8;2497.09;758.6
10470;1;1981;3141;102.3230179;114.6017801;74;1;3782;1016.496;2103.3;3455.4;1049.5
9160;2;1956;2748;95.70788891;107.1928356;12;1;3303.6;887.888;1837.7;3025.1;919.6
1251;2;1978;375.3;35.36947837;39.61381577;34;1;458.56;125.2968;251.2;417.33;128.3
2483;3;1989;744.9;49.82971001;55.80927521;34;2;899.68;246.4544;506.6;824.39;248.6
6663;1;1991;1998.9;81.62720135;91.42246551;4;2;2410.68;646.1784;1335.2;2202.79;669.6
8628;2;1982;2588.4;92.88702816;104.0334715;63;4;3111.38;840.8904;1730.7;2848.24;866.6
5876;3;1976;1762.8;76.65507159;85.85368018;21;4;2121.76;570.2968;1188.8;1943.08;591.5
8289;2;2013;2486.7;91.04394543;101.9692189;80;3;2989.44;809.2752;1659.2;2739.87;832.2
6902;2;2009;2070.6;83.07827634;93.0476695;53;4;2485.32;675.3136;1387.4;2282.76;694.1
333;2;1990;99.9;18.24828759;20.4380821;9;8;121.38;33.7344;73.3;111.09;33.7
5132;2;1963;1539.6;71.63797875;80.2345362;30;3;1850.52;505.5776;1040.1;1694.06;515.8
8917;2;1960;2675.1;94.42986816;105.7614523;79;2;3218.22;872.2656;1784.9;2944.61;892.4
7197;1;1993;2159.1;84.83513423;95.01535034;31;1;2601.82;698.2696;1452;2376.41;721
2501;3;1992;750.3;50.009999;56.01119888;38;2;912.86;252.0968;506.2;828.03;252.6
3624;1;1945;1087.2;60.19966777;67.42362791;5;6;1304.84;354.2032;727.1;1196.92;365.4
2338;1;2014;701.4;48.35286961;54.15521397;30;4;851.38;230.6184;471;774.44;235.3
6362;1;2003;1908.6;79.76214641;89.33360398;8;2;2294.02;619.8416;1276.1;2104.66;636.6
10118;3;2018;3035.4;100.5882697;112.6588621;69;6;3654.98;989.0224;2024.6;3339.24;1014.2
9091;3;2002;2727.3;95.34673565;106.7883439;57;3;3275.26;885.7088;1831.2;3005.13;912.2
6232;2;1953;1869.6;78.94301742;88.41617951;70;2;2246.82;606.3576;1255.2;2061.96;627.2
10330;3;1985;3099;101.6366076;113.8330005;14;1;3730.3;1008.844;2069.2;3412.1;1036.5
991;3;1994;297.3;31.48015248;35.25777077;15;2;363.06;104.3288;209;331.43;99.4
3349;3;1991;1004.7;57.87054518;64.81501061;21;2;1207.54;328.3832;672;1107.87;336.4
1532;1;1953;459.6;39.14077158;43.83766417;20;1;564.32;155.4976;318.6;510.96;154.5
8907;2;2002;2672.1;94.37690395;105.7021324;16;4;3221.42;868.0976;1789.2;2940.71;891.9
4779;1;2006;1433.7;69.13031173;77.42594914;21;1;1723.54;467.0072;960.8;1577.77;479.7
4245;1;1948;1273.5;65.15366452;72.97210426;9;2;1538.4;416.916;855.6;1404.85;427.4
1486;2;1949;445.8;38.54867053;43.174511;31;6;536.96;144.3448;311.9;492.08;152.2
2365;2;1993;709.5;48.63126566;54.46701754;44;8;851.8;230.632;475.5;782.55;237.9
5465;3;1984;1639.5;73.92563831;82.79671491;32;3;1977.8;530.112;1100.3;1807.25;546.9
7364;2;1947;2209.2;85.81375181;96.11140203;20;1;2653.24;715.8352;1478.7;2435.52;736.4
5082;2;1965;1524.6;71.28814768;79.8427254;42;6;1834.12;500.2376;1031.4;1679.76;511.2
4446;1;2012;1333.8;66.67833231;74.67973219;63;8;1609.56;430.6728;898.7;1470.88;446.6
10573;1;1997;3171.9;102.8250942;115.1641055;25;4;3811.88;1024.2664;2124.4;3490.59;1060.1
5645;1;1977;1693.5;75.13321503;84.14920083;72;8;2042.7;555.736;1139.7;1864.05;565.9
895;1;1986;268.5;29.9165506;33.50653668;24;2;333.7;93.836;186.6;299.35;89.6
1024;2;1982;307.2;32;35.84;26;2;375.84;109.1232;213.7;338.62;102.9
6701;1;1977;2010.3;81.85963596;91.68279228;62;4;2426.96;654.8568;1344.1;2217.33;672.9
6292;1;1962;1887.6;79.32212806;88.84078343;66;1;2267.82;613.6656;1259.1;2080.16;633
1611;1;1960;483.3;40.13726448;44.95373622;31;1;591.06;164.4448;325.3;535.53;164.6
10184;1;1963;3055.2;100.9158065;113.0257033;82;2;3667.74;989.6112;2051.4;3361.32;1019.2
4387;2;1975;1316.1;66.23443213;74.18256399;47;6;1590.02;428.4616;880;1448.41;439.3
2440;1;1965;732;49.39635614;55.32391888;25;4;886.3;237.192;502.3;809.2;247.4
2196;2;1954;658.8;46.86149806;52.48487782;26;2;805.56;221.9728;444.9;726.48;221.9
10090;2;1960;3027;100.448992;112.5028711;61;3;3642.2;983.212;2028.6;3333.9;1009.6
2977;3;1986;893.1;54.56189146;61.10931844;17;6;1071.72;292.6736;609.7;984.71;300
2346;2;1969;703.8;48.43552415;54.24778705;16;8;849.36;233.3928;477.1;777.88;235.6
8835;2;1998;2650.5;93.9946807;105.2740424;77;3;3193;857.728;1768.6;2915.55;884.1
6262;1;1963;1878.6;79.13279977;88.62873575;54;2;2258.82;613.2616;1255.9;2072.26;627
2501;2;1964;750.3;50.009999;56.01119888;26;2;914.96;244.8968;512.2;828.33;251.3
3903;1;2017;1170.9;62.47399459;69.97087394;44;8;1419.48;380.2104;793;1290.99;394
1657;2;1993;497.1;40.70626487;45.59101666;7;1;604.62;160.8976;333;552.01;169.6
6819;3;1960;2045.7;82.57723657;92.48650496;42;4;2466.74;662.2792;1374.3;2251.97;685.6
7381;1;1974;2214.3;85.91274643;96.22227601;28;6;2665.56;723.7808;1489;2437.83;739.2
6603;2;2004;1980.9;81.25884567;91.00990715;26;8;2379.88;640.4704;1332;2183.09;660.7
10191;1;2004;3057.3;100.9504829;113.0645409;65;8;3677.06;991.8888;2039.7;3367.33;1021.2
367;1;1963;110.1;19.15724406;21.45611335;8;4;142.02;37.0256;87.4;126.41;36.8
7686;3;1964;2305.8;87.66983518;98.1902154;73;2;2775.86;749.9048;1543.4;2541.18;770.5
9858;3;1992;2957.4;99.28746144;111.2019568;34;3;3557.98;960.8544;1975.9;3257.34;989.4
51;1;1943;15.3;7.141428429;7.99839984;3;3;28.76;12.0368;21.5;19.13;6.5
1059;1;2019;317.7;32.54228019;36.44735381;14;2;390.14;112.2112;221.1;355.17;109.3
8269;1;2008;2480.7;90.93404203;101.8461271;74;4;2991.54;807.4392;1660.9;2734.17;829
1116;1;1978;334.8;33.40658618;37.41537652;8;4;406.86;110.2288;226;368.38;112.1
1183;3;1963;354.9;34.39476704;38.52213909;34;1;431.78;122.1144;245.8;393.19;118.8
2470;3;1965;741;49.69909456;55.66298591;7;2;902.6;248.296;503.7;818.8;249.1
3113;3;1947;933.9;55.79426494;62.48957673;14;2;1122.28;301.6384;628.6;1029.59;315
8707;2;1950;2612.1;93.31130692;104.5086638;40;1;3148.92;852.2376;1754.1;2875.21;874.7
3220;2;1952;966;56.74504384;63.5544491;19;4;1162.5;314.196;653.5;1065.5;324.6
9666;2;1962;2899.8;98.31581765;110.1137158;84;4;3483.66;944.6688;1933.3;3193.98;968
9045;3;1954;2713.5;95.1052049;106.5178295;67;8;3263.3;879.256;1815.6;2987.75;907
1079;2;1986;323.7;32.84813541;36.78991166;2;3;401.44;104.9472;221.8;358.77;109.6
10504;3;1976;3151.2;102.4890238;114.7877067;92;2;3787.54;1022.9872;2109.4;3470.92;1053.8
8840;2;2001;2652;94.02127419;105.3038271;21;2;3190.2;860.812;1779.8;2921.3;885.5
10628;3;2010;3188.4;103.0921918;115.4632548;76;4;3832.78;1032.7904;2132.3;3511.84;1063.5
4849;2;1944;1454.7;69.63476143;77.99093281;33;8;1754.04;472.0832;972;1605.37;484.9
2590;2;2016;777;50.8920426;56.99908771;9;6;946;254.712;530;859.3;259.5
4275;3;1961;1282.5;65.38348415;73.22950225;48;4;1541.5;416.92;866.4;1416.15;429.8
10468;3;1983;3140.4;102.3132445;114.5908338;47;4;3780.58;1016.5024;2097.9;3457.04;1050.5
2813;3;1958;843.9;53.03772242;59.40224912;29;2;1016.48;274.6984;572.3;929.99;281.7
6533;3;2000;1959.9;80.82697569;90.52621278;2;2;2355.28;635.6944;1312.6;2159.19;655.6
1653;2;2010;495.9;40.6571027;45.53595502;20;3;602.48;160.3104;330.8;551.29;166
4930;1;1985;1479;70.21395873;78.63963377;47;4;1777.4;477.324;995;1627;496.5
3063;3;1986;918.9;55.34437641;61.98570158;53;8;1103.08;303.1984;627.6;1013.29;309.3
6143;3;1964;1842.9;78.37729263;87.78256775;60;2;2222.28;596.5424;1238.7;2027.79;615.7
9017;3;1975;2705.1;94.9578854;106.3528317;36;4;3248.72;882.7456;1808.2;2981.51;903.1
3773;2;1990;1131.9;61.42475071;68.7957208;35;4;1372.08;373.7264;764.2;1250.19;377.6
4226;2;1940;1267.8;65.00769185;72.80861487;13;2;1523.66;416.2768;852.7;1395.78;422.9
10446;2;2019;3133.8;102.205675;114.470356;78;6;3765.86;1015.4728;2096.5;3450.08;1046.8
3126;2;1958;937.8;55.91064299;62.61992015;10;2;1130.06;309.8968;629;1035.78;313
285;1;1954;85.5;16.88194302;18.90777618;3;1;111;30.988;62.5;95.05;30.6
3403;3;2012;1020.9;58.33523806;65.33546663;52;6;1229.98;332.9104;693.9;1126.59;342.9
7388;3;1943;2216.4;85.95347579;96.26789288;63;4;2661.78;721.3584;1488.2;2439.34;738.9
5633;1;1968;1689.9;75.05331438;84.05971211;11;2;2042.18;551.5744;1136.1;1859.09;566.3
7693;1;1992;2307.9;87.7097486;98.23491844;84;4;2775.38;754.1824;1541.8;2539.59;770.8
7628;2;2018;2288.4;87.33842224;97.81903291;30;1;2747.68;744.1904;1533.9;2521.44;764.6
8702;1;2019;2610.6;93.28451104;104.4786524;61;8;3141.22;846.8536;1755.2;2875.16;871.8
9973;2;1958;2991.9;99.86490875;111.8486978;56;4;3593.98;974.9864;1997.2;3295.29;998
1244;2;1943;373.2;35.27038418;39.50283028;14;2;447.84;129.6192;261.8;416.22;128.3
10641;1;1962;3192.3;103.1552228;115.5338496;16;8;3837.26;1033.1488;2137.4;3515.83;1067
6221;1;2015;1866.3;78.87331615;88.33811408;76;4;2240.76;611.4928;1248.8;2058.03;625.5
9556;2;1947;2866.8;97.75479528;109.4853707;45;4;3444.16;932.7208;1914.8;3158.58;957.3
5531;2;2016;1659.3;74.37069315;83.29517633;35;3;1993.86;538.7008;1106.5;1829.23;554.7
304;1;1973;91.2;17.43559577;19.52786727;1;8;116.54;31.2272;66.1;101.42;31.2
1500;1;2019;450;38.72983346;43.37741348;8;1;541.4;153.7;302.5;498.7;152.5
1610;2;1971;483;40.1248053;44.93978193;14;2;584.9;160.748;335;533.9;164.5
4917;3;1994;1475.1;70.12132343;78.53588224;39;6;1774.22;478.7656;993.2;1624.81;495
5012;3;1971;1503.6;70.79548008;79.29093769;12;6;1817.02;491.0616;1003.6;1653.96;502.4
9731;1;1959;2919.3;98.64583113;110.4833309;29;2;3513.06;948.0608;1946.2;3213.03;973.9
6768;1;1952;2030.4;82.2678552;92.13999783;13;2;2439.08;662.1424;1361.3;2234.34;678.3
1511;2;1985;453.3;38.87158345;43.53617347;21;4;552.16;153.5648;314.2;501.43;153.1
7103;3;1964;2130.9;84.27929758;94.39281329;20;2;2561.48;687.5704;1433.2;2348.99;711.3
5138;2;1991;1541.4;71.67984375;80.281425;62;6;1852.08;497.6584;1036.1;1696.54;516.7
3063;2;2001;918.9;55.34437641;61.98570158;6;4;1112.48;299.0984;624.5;1015.99;310
6519;1;1963;1955.7;80.7403245;90.42916344;64;4;2354.04;638.3392;1310.9;2155.07;651.9
5351;2;2019;1605.3;73.15052973;81.9285933;2;1;1939.06;518.6768;1082.7;1769.73;536.8
7659;3;1988;2297.7;87.51571287;98.01759842;14;6;2772.24;743.7912;1533.5;2530.87;767.8
9985;1;1953;2995.5;99.92497185;111.9159685;47;3;3605.8;968.048;2011.7;3299.15;1000.8
1695;2;2010;508.5;41.1703777;46.11082302;32;4;621.9;168.876;354;564.45;171.3
10541;3;1960;3162.3;102.6693723;114.9896969;36;1;3803.16;1027.0688;2119.6;3479.33;1054.8
1560;1;1995;468;39.49683532;44.23645555;31;4;570.7;160.508;316.5;519.1;158.2
7782;2;2005;2334.6;88.21564487;98.80152226;75;8;2802.82;758.1976;1559;2569.96;781.9
2974;2;1978;892.2;54.53439282;61.07851996;2;8;1075.84;289.8832;597.9;982.22;297.4
4770;3;1981;1431;69.0651866;77.35300899;1;4;1730.7;467.736;954.1;1578.7;479.6
6110;1;1966;1833;78.16648898;87.54646766;7;8;2208.5;599.848;1226.7;2017.7;614.8
6307;2;1978;1892.1;79.41662295;88.9466177;11;1;2272.32;614.3176;1262.1;2085.51;634.4
5082;3;1954;1524.6;71.28814768;79.8427254;25;4;1834.92;500.5376;1016.8;1677.16;508.4
6393;3;1984;1917.9;79.95623803;89.55098659;76;2;2310.68;623.3424;1285.5;2113.79;641.5
1475;1;1945;442.5;38.40572874;43.01441619;17;2;533.3;145.48;301.3;489.45;150
4951;1;1951;1485.3;70.36334273;78.80694386;70;3;1786.76;479.5568;1004.4;1638.83;495.8
7285;1;1996;2185.5;85.35221145;95.59447683;57;6;2623.2;711.488;1460.4;2409.75;730.9
9417;2;1983;2825.1;97.04122835;108.6861758;39;2;3397.92;920.5656;1886.8;3110.21;942.9
4685;3;1945;1405.5;68.44705983;76.66070701;38;8;1701.1;453.608;937.7;1550.45;469.6
765;1;2001;229.5;27.65863337;30.97766938;6;4;276.7;74.552;165.1;257.85;79.8
722;2;2019;216.6;26.87005769;30.09446461;26;6;267.82;79.5896;151.9;243.86;73.7
6416;3;1988;1924.8;80.09993758;89.71193009;56;6;2310.06;630.9688;1297.8;2121.18;645.2
7790;1;2010;2337;88.26097665;98.85229385;18;8;2810.1;754.072;1563.3;2575;781.2
2266;2;2011;679.8;47.60252094;53.31482345;43;4;822.76;226.3488;466.3;748.48;228
351;3;2006;105.3;18.734994;20.98319327;2;4;127.76;41.3768;79.8;117.73;36.7
9647;1;2003;2894.1;98.21914274;110.0054399;81;1;3480.72;934.5296;1933.6;3184.01;968.1
8700;2;1946;2610;93.27379053;104.4666454;85;2;3135.9;850.86;1741.5;2876.6;870
9900;3;1989;2970;99.49874371;111.438593;40;4;3578.6;960.52;1981.9;3269.1;992.1
4861;3;2004;1458.3;69.72087205;78.0873767;50;2;1754.16;474.2448;985.1;1604.63;489.6
4193;1;1979;1257.9;64.75337829;72.52378369;19;4;1516.78;412.6824;853.4;1388.59;419.8
5506;2;1942;1651.8;74.20242584;83.10671694;25;1;1988.76;542.4808;1115;1819.48;551
1547;3;1959;464.1;39.33192088;44.05175138;12;4;568.32;157.6496;315.9;515.01;157.7
4959;3;1972;1487.7;70.42016757;78.87058767;61;8;1786.64;483.6312;993.6;1640.77;497
6257;2;1968;1877.1;79.101201;88.59334512;13;2;2259.52;614.1776;1253.7;2067.51;627.9
377;3;2005;113.1;19.41648784;21.74646638;17;2;137.92;39.6936;86.9;125.31;38.9
9797;2;1955;2939.1;98.97979592;110.8573714;32;4;3535.62;949.5496;1971.6;3236.61;981
4273;2;1978;1281.9;65.36818798;73.21237054;43;4;1542.48;420.3264;862.5;1415.79;430
1044;3;1983;313.2;32.31098884;36.1883075;9;8;384.34;104.8592;222.2;347.62;107.9
5485;2;1952;1645.5;74.06078585;82.94808015;30;4;1989.6;535.348;1102.2;1815.55;552.5
5579;3;2012;1673.7;74.69270379;83.65582825;69;6;2021.64;546.0472;1116.7;1843.07;559.6
9658;2;1988;2897.4;98.27512401;110.0681389;83;4;3483.98;939.8944;1934.9;3188.54;967.1
4479;1;1949;1343.7;66.92533153;74.95637131;64;8;1625.94;437.6672;908;1482.87;450.2
10409;3;1974;3122.7;102.0245069;114.2674477;77;2;3760.84;1015.5912;2085.2;3438.67;1043.2
6409;3;1976;1922.7;80.05623024;89.66297787;9;1;2318.74;628.8912;1286.1;2117.67;643.9
10179;1;1971;3053.7;100.8910303;112.997954;100;2;3676.04;990.7272;2043;3359.47;1018.8
413;3;1952;123.9;20.32240143;22.7610896;18;2;153.08;49.2784;91.9;137.99;41.4
4262;2;1990;1278.6;65.28399498;73.11807437;24;1;1540.72;413.4616;856.2;1406.86;429.2
468;3;1988;140.4;21.63330765;24.22930457;20;4;172.28;50.9024;95.8;155.84;49.3
2086;1;2005;625.8;45.67274899;51.15347887;16;6;763.96;204.1248;420.6;694.28;210.3
1218;3;2003;365.4;34.89985673;39.08783954;12;3;441.98;126.0024;256.4;404.64;123
9330;2;1975;2799;96.59192513;108.1829561;16;4;3359.7;908.744;1879.2;3084.2;935.6
5526;3;2013;1657.8;74.33707016;83.25751858;39;2;1989.36;542.9168;1109.6;1825.28;555
6666;1;1998;1999.8;81.64557551;91.44304457;30;2;2408.46;648.5688;1335.5;2202.68;666.7
10411;2;1995;3123.3;102.034308;114.2784249;29;2;3754.66;1010.4848;2091.5;3439.83;1043.9
7831;2;1982;2349.3;88.49293757;99.11209008;66;6;2829.36;766.4408;1576.3;2588.03;783.3
479;2;1974;143.7;21.88606863;24.51239686;5;1;173.24;52.8672;105.7;159.47;50.8
6157;2;2017;1847.1;78.46655338;87.88253979;65;3;2226.02;605.8976;1231.5;2032.51;616.6
5928;1;1986;1778.4;76.99350622;86.23272697;10;4;2144.88;580.5304;1185.6;1960.94;594.4
8116;2;1964;2434.8;90.08884504;100.8995064;32;2;2923.96;790.0288;1624.3;2683.68;811.9
6328;2;1967;1898.4;79.54872721;89.09457447;15;3;2283.38;617.9504;1265.8;2088.44;633.9
527;1;1957;158.1;22.95648057;25.71125823;12;4;203.92;52.7136;112.8;173.91;55.5
5090;2;2011;1527;71.34423593;79.90554424;12;3;1835.1;495.812;1029.9;1683.7;509.7
755;2;1995;226.5;27.47726333;30.77453493;20;8;279.6;78.784;157.9;253.05;78.1
1004;2;1977;301.2;31.68595904;35.48827412;22;1;373.54;98.0872;201.1;333.12;100.6
2104;1;1990;631.2;45.86937976;51.37370534;26;4;762.44;206.5672;427.8;695.72;210.7
8975;3;1963;2692.5;94.73647661;106.1048538;72;4;3239.5;873.98;1795.8;2961.95;901.1
317;1;1945;95.1;17.80449381;19.94103307;5;3;117.12;36.6856;63.8;108.51;35.1
9288;1;1980;2786.4;96.37427043;107.9391829;93;8;3357.48;900.8784;1865.7;3070.24;930.4
4666;3;1959;1399.8;68.30812543;76.50510048;38;4;1694.56;455.2688;939.7;1544.28;469.8
7320;2;1942;2196;85.55699854;95.82383837;67;2;2647.2;718.176;1478.2;2419.3;734.5
1842;1;1981;552.6;42.91852747;48.06875076;8;4;672.42;187.9056;380.3;613.86;184.3
9372;2;2002;2811.6;96.80909048;108.4261813;18;3;3376.22;914.7096;1878.5;3096.96;937.8
4108;1;2006;1232.4;64.09368144;71.78492321;16;2;1486.98;399.1544;827.9;1359.04;413.4
10514;1;1942;3154.2;102.5377979;114.8423337;50;2;3788.54;1021.4552;2115.9;3475.62;1054.1
6545;3;1961;1963.5;80.90117428;90.60931519;26;6;2362.8;638.556;1312.5;2160.05;656.6
9029;1;1955;2708.7;95.0210503;106.4235763;84;8;3256.34;877.9072;1806.8;2985.47;904.1
4390;3;1950;1317;66.25707509;74.20792411;45;6;1587.6;425.352;880.2;1448.7;439.9
827;2;2018;248.1;28.75760769;32.20852061;20;3;303.72;82.0536;172.6;277.41;85.6
1453;1;1995;435.9;38.11823711;42.69242556;37;4;526.68;144.7504;292.7;480.69;148.6
6456;1;1992;1936.8;80.34923771;89.99114623;47;4;2328.56;634.4408;1299.7;2133.38;647.9
10741;1;2011;3222.3;103.6387958;116.0754513;5;8;3879.86;1047.5288;2153.8;3546.23;1077
4401;2;1954;1320.3;66.34003316;74.30083714;36;3;1598.06;430.2168;889.8;1454.93;441.2
2695;1;1943;808.5;51.91338941;58.14299614;6;6;976.2;269.676;552.1;894.05;269.9
1690;1;1996;507;41.10960958;46.04276273;22;6;608.9;171.792;352.8;560.3;172.6
10488;1;2010;3146.4;102.4109369;114.7002493;68;2;3784.98;1022.8384;2101.9;3461.74;1049.3
1972;1;1982;591.6;44.40720662;49.73607142;42;4;716.32;198.3896;402.8;650.96;198
7761;3;1992;2328.3;88.09653796;98.66812251;76;2;2797.96;759.3648;1554;2563.83;776.4
9530;3;1952;2859;97.62171889;109.3363252;63;2;3439;927.604;1907.3;3147.7;956
7147;3;1948;2144.1;84.53993139;94.68472316;53;2;2578.32;695.6296;1431.7;2363.51;716.1
